Record_ID,Customer_ID,Activity_Month,Region,District,Area_Type,Gender,Age_Group,Customer_Segment,Customer_Tenure_Months,Device_Type,Network_Generation,Primary_Use_Case,Bundle_Tier,Bundle_Configuration,Bundle_Price_MWK,Purchase_Channel,Payment_Method,Promotion_Received,Purchase_Count,Included_Data_MB_Per_Purchase,Included_Voice_Min_Per_Purchase,Included_SMS_Per_Purchase,Total_Data_Allowance_MB,Data_Used_MB,Data_Utilisation_Pct,Total_Voice_Allowance_Min,Voice_Used_Min,Voice_Utilisation_Pct,Total_SMS_Allowance,SMS_Used,SMS_Utilisation_Pct,Total_Bundle_Spend_MWK,Avg_Download_Speed_Mbps,Network_Downtime_Hours,Dropped_Call_Count,Support_Contacts,Complaint_Category,Complaint_Resolved,Resolution_Time_Hours,Satisfaction_Score,NPS_Score,Repeat_Purchase_Within_30_Days,Churn_Risk,Customer_Status
REC-0799,TNM-C0253,2026-02-01,Central,Lilongwe,Urban,Male,45–54,SME / Trader,80,Premium Smartphone,4G,Work / Business,Mxit 2000,Voice Heavy,2000,USSD *202#,Airtime Balance,No,2,635,72,300,1270,1270,1.0,144,132,0.9167,600,377,0.6283,4000,15.58,5.9,1,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0800,TNM-C0253,2026-03-01,Central,Lilongwe,Urban,Male,45–54,SME / Trader,81,Premium Smartphone,4G,Work / Business,Mxit 5000,Balanced,5000,TNM Smart App,Mpamba Wallet,No,3,3072,150,500,9216,9144,0.9922,450,284,0.6311,1500,781,0.5207,15000,10.05,5.9,1,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0801,TNM-C0253,2026-04-01,Central,Lilongwe,Urban,Male,45–54,SME / Trader,82,Premium Smartphone,4G,Work / Business,Mxit 5000,Social & Messaging,5000,TNM Smart App,Mpamba Wallet,No,3,2826,90,875,8478,6584,0.7766,270,185,0.6852,2625,849,0.3234,15000,11.08,1.1,2,0,None,Not Applicable,0.0,5,10,Yes,Low,Active
REC-0802,TNM-C0253,2026-05-01,Central,Lilongwe,Urban,Male,45–54,SME / Trader,83,Premium Smartphone,4G,Work / Business,Mxit 2000,Social & Messaging,2000,USSD *202#,Airtime Balance,Yes,3,942,30,525,2826,2269,0.8029,90,64,0.7111,1575,907,0.5759,6000,11.51,2.5,3,0,None,Not Applicable,0.0,4,7,No,Low,At Risk
REC-0803,TNM-C0254,2026-03-01,Southern,Nsanje,Rural,Female,35–44,Salaried Employee,58,Premium Smartphone,3G,Education,Mxit 5000,Balanced,5000,USSD *202#,Airtime Balance,No,2,3072,150,500,6144,3098,0.5042,300,117,0.39,1000,428,0.428,10000,2.76,14.3,5,0,None,Not Applicable,0.0,3,5,Yes,Medium,Active
REC-0804,TNM-C0254,2026-04-01,Southern,Nsanje,Rural,Female,35–44,Salaried Employee,59,Premium Smartphone,3G,Education,Mxit 500,Data Heavy,500,USSD *202#,Airtime Balance,Yes,6,162,5,20,972,972,1.0,30,8,0.2667,120,66,0.55,3000,4.14,6.0,2,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0805,TNM-C0254,2026-05-01,Southern,Nsanje,Rural,Female,35–44,Salaried Employee,60,Premium Smartphone,3G,Education,Mxit 200,Data Heavy,200,USSD *202#,Airtime Balance,No,6,34,2,6,204,191,0.9363,12,6,0.5,36,31,0.8611,1200,4.18,3.8,4,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0806,TNM-C0254,2026-06-01,Southern,Nsanje,Rural,Female,35–44,Salaried Employee,61,Premium Smartphone,3G,Education,Mxit 200,Social & Messaging,200,USSD *202#,Airtime Balance,Yes,12,23,2,18,276,200,0.7246,24,9,0.375,216,97,0.4491,2400,5.86,4.0,1,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0807,TNM-C0255,2026-02-01,Central,Kasungu,Rural,Male,35–44,SME / Trader,14,Entry Smartphone,4G,Social Media,Mxit 500,Data Heavy,500,USSD *202#,Airtime Balance,No,8,162,5,20,1296,1296,1.0,40,19,0.475,160,105,0.6562,4000,11.11,2.1,4,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0808,TNM-C0255,2026-03-01,Central,Kasungu,Rural,Male,35–44,SME / Trader,15,Entry Smartphone,4G,Social Media,Mxit 500,Social & Messaging,500,USSD *202#,Airtime Balance,No,3,110,5,52,330,247,0.7485,15,5,0.3333,156,126,0.8077,1500,13.8,2.2,3,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0809,TNM-C0255,2026-04-01,Central,Kasungu,Rural,Male,35–44,SME / Trader,16,Entry Smartphone,4G,Social Media,Mxit 500,Data Heavy,500,USSD *202#,Mpamba Wallet,Yes,9,162,5,20,1458,1193,0.8182,45,31,0.6889,180,74,0.4111,4500,21.53,4.8,3,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0810,TNM-C0255,2026-05-01,Central,Kasungu,Rural,Male,35–44,SME / Trader,17,Entry Smartphone,4G,Social Media,Mxit 2000,Voice Heavy,2000,USSD *202#,Airtime Balance,No,4,635,72,300,2540,1852,0.7291,288,82,0.2847,1200,845,0.7042,8000,26.3,7.6,4,0,None,Not Applicable,0.0,4,5,Yes,Low,Active
REC-0811,TNM-C0255,2026-06-01,Central,Kasungu,Rural,Male,35–44,SME / Trader,18,Entry Smartphone,4G,Social Media,Mxit 2000,Social & Messaging,2000,USSD *202#,Airtime Balance,No,1,942,30,525,942,725,0.7696,30,15,0.5,525,313,0.5962,2000,13.26,3.8,2,0,None,Not Applicable,0.0,5,9,No,High,Churned
REC-0812,TNM-C0256,2026-01-01,Northern,Mzuzu,Urban,Female,45–54,Informal Worker,38,Entry Smartphone,3G,Social Media,Mxit 1000,Social & Messaging,1000,USSD *202#,Airtime Balance,Yes,5,276,12,175,1380,1339,0.9703,60,36,0.6,875,392,0.448,5000,6.4,9.0,1,0,None,Not Applicable,0.0,3,5,Yes,Low,Active
REC-0813,TNM-C0256,2026-02-01,Northern,Mzuzu,Urban,Female,45–54,Informal Worker,39,Entry Smartphone,3G,Social Media,Mxit 2000,Balanced,2000,USSD *202#,Airtime Balance,No,4,1024,50,300,4096,2585,0.6311,200,154,0.77,1200,747,0.6225,8000,5.0,5.2,2,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0814,TNM-C0256,2026-03-01,Northern,Mzuzu,Urban,Female,45–54,Informal Worker,40,Entry Smartphone,3G,Social Media,Mxit 1000,Data Heavy,1000,TNM Smart App,Airtime Balance,No,3,405,12,65,1215,835,0.6872,36,13,0.3611,195,134,0.6872,3000,9.02,10.1,4,0,None,Not Applicable,0.0,3,7,Yes,Medium,Active
REC-0815,TNM-C0256,2026-04-01,Northern,Mzuzu,Urban,Female,45–54,Informal Worker,41,Entry Smartphone,3G,Social Media,Mxit 1000,Social & Messaging,1000,USSD *202#,Airtime Balance,Yes,5,276,12,175,1380,1380,1.0,60,27,0.45,875,260,0.2971,5000,8.45,9.2,3,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0816,TNM-C0256,2026-05-01,Northern,Mzuzu,Urban,Female,45–54,Informal Worker,42,Entry Smartphone,3G,Social Media,Mxit 200,Social & Messaging,200,USSD *202#,Mpamba Wallet,No,5,23,2,18,115,105,0.913,10,3,0.3,90,48,0.5333,1000,7.44,5.1,4,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0817,TNM-C0256,2026-06-01,Northern,Mzuzu,Urban,Female,45–54,Informal Worker,43,Entry Smartphone,3G,Social Media,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,No,4,405,12,65,1620,1583,0.9772,48,21,0.4375,260,253,0.9731,4000,5.77,7.6,5,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
REC-0818,TNM-C0257,2026-05-01,Southern,Mangochi,Urban,Female,18–24,Informal Worker,77,Feature Phone,3G,Mobile Money,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,No,5,300,20,100,1500,578,0.3853,100,63,0.63,500,255,0.51,5000,5.73,10.9,5,0,None,Not Applicable,0.0,3,3,No,High,Churned
REC-0819,TNM-C0258,2026-03-01,Southern,Chiradzulu,Rural,Male,45–54,Farmer,73,Feature Phone,2G,Family Communication,Mxit 500,Voice Heavy,500,USSD *202#,Airtime Balance,Yes,5,74,12,30,370,248,0.6703,60,60,1.0,150,60,0.4,2500,0.21,15.2,7,0,None,Not Applicable,0.0,2,3,Yes,High,At Risk
REC-0820,TNM-C0258,2026-04-01,Southern,Chiradzulu,Rural,Male,45–54,Farmer,74,Feature Phone,2G,Family Communication,Mxit 500,Voice Heavy,500,USSD *202#,Airtime Balance,No,7,74,12,30,518,168,0.3243,84,66,0.7857,210,188,0.8952,3500,0.13,18.8,4,0,None,Not Applicable,0.0,3,6,No,Medium,At Risk
REC-0821,TNM-C0258,2026-05-01,Southern,Chiradzulu,Rural,Male,45–54,Farmer,75,Feature Phone,2G,Family Communication,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,No,3,300,20,100,900,259,0.2878,60,57,0.95,300,226,0.7533,3000,0.09,12.8,3,0,None,Not Applicable,0.0,2,2,Yes,High,At Risk
REC-0822,TNM-C0258,2026-06-01,Southern,Chiradzulu,Rural,Male,45–54,Farmer,76,Feature Phone,2G,Family Communication,Mxit 500,Voice Heavy,500,USSD *202#,Mpamba Wallet,No,4,74,12,30,296,174,0.5878,48,48,1.0,120,80,0.6667,2000,0.26,17.0,10,0,None,Not Applicable,0.0,2,4,Yes,High,At Risk
REC-0823,TNM-C0259,2026-02-01,Southern,Mangochi,Rural,Male,25–34,Salaried Employee,78,Mid-range Smartphone,3G,Social Media,Mxit 500,Data Heavy,500,USSD *202#,Mpamba Wallet,No,6,162,5,20,972,741,0.7623,30,22,0.7333,120,103,0.8583,3000,1.55,4.2,3,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0824,TNM-C0259,2026-03-01,Southern,Mangochi,Rural,Male,25–34,Salaried Employee,79,Mid-range Smartphone,3G,Social Media,Mxit 500,Social & Messaging,500,TNM Smart App,Airtime Balance,No,6,110,5,52,660,498,0.7545,30,9,0.3,312,54,0.1731,3000,5.29,6.2,3,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0825,TNM-C0259,2026-04-01,Southern,Mangochi,Rural,Male,25–34,Salaried Employee,80,Mid-range Smartphone,3G,Social Media,Mxit 1000,Social & Messaging,1000,TNM Smart App,Mpamba Wallet,Yes,6,276,12,175,1656,1257,0.7591,72,32,0.4444,1050,530,0.5048,6000,2.48,7.8,2,4,Slow Internet,Yes,5.1,4,6,Yes,Low,Active
REC-0826,TNM-C0259,2026-05-01,Southern,Mangochi,Rural,Male,25–34,Salaried Employee,81,Mid-range Smartphone,3G,Social Media,Mxit 1000,Data Heavy,1000,TNM Smart App,Airtime Balance,No,3,405,12,65,1215,1061,0.8733,36,17,0.4722,195,89,0.4564,3000,5.32,5.6,6,0,None,Not Applicable,0.0,3,6,No,Low,At Risk
REC-0827,TNM-C0260,2026-02-01,Central,Salima,Rural,Female,35–44,Farmer,62,Feature Phone,2G,Family Communication,Mxit 500,Social & Messaging,500,USSD *202#,Airtime Balance,No,9,110,5,52,990,241,0.2434,45,33,0.7333,468,388,0.8291,4500,0.14,20.3,11,0,None,Not Applicable,0.0,2,5,No,Medium,At Risk
REC-0828,TNM-C0261,2026-02-01,Southern,Machinga,Rural,Female,35–44,Informal Worker,6,Premium Smartphone,4G,Social Media,Mxit 2000,Data Heavy,2000,TNM Smart App,Airtime Balance,No,1,1382,30,195,1382,732,0.5297,30,15,0.5,195,151,0.7744,2000,20.76,7.1,3,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
REC-0829,TNM-C0261,2026-03-01,Southern,Machinga,Rural,Female,35–44,Informal Worker,7,Premium Smartphone,4G,Social Media,Mxit 1000,Social & Messaging,1000,TNM Smart App,Airtime Balance,No,6,276,12,175,1656,1321,0.7977,72,38,0.5278,1050,709,0.6752,6000,8.58,1.5,1,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0830,TNM-C0261,2026-04-01,Southern,Machinga,Rural,Female,35–44,Informal Worker,8,Premium Smartphone,4G,Social Media,Mxit 2000,Balanced,2000,USSD *202#,Airtime Balance,Yes,4,1024,50,300,4096,4096,1.0,200,164,0.82,1200,1200,1.0,8000,22.51,1.2,3,0,None,Not Applicable,0.0,4,8,No,Low,At Risk
REC-0831,TNM-C0261,2026-05-01,Southern,Machinga,Rural,Female,35–44,Informal Worker,9,Premium Smartphone,4G,Social Media,Mxit 2000,Data Heavy,2000,USSD *202#,Airtime Balance,No,4,1382,30,195,5528,4577,0.828,120,39,0.325,780,397,0.509,8000,24.77,6.4,1,2,Slow Internet,Yes,3.4,3,5,Yes,Low,Active
REC-0832,TNM-C0261,2026-06-01,Southern,Machinga,Rural,Female,35–44,Informal Worker,10,Premium Smartphone,4G,Social Media,Mxit 2000,Balanced,2000,USSD *202#,Mpamba Wallet,No,2,1024,50,300,2048,1643,0.8022,100,58,0.58,600,265,0.4417,4000,22.74,1.9,1,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0833,TNM-C0262,2026-05-01,Northern,Mzimba,Rural,Male,25–34,Farmer,43,Mid-range Smartphone,3G,Mobile Money,Mxit 2000,Data Heavy,2000,USSD *202#,Airtime Balance,Yes,2,1382,30,195,2764,1180,0.4269,60,15,0.25,390,290,0.7436,4000,4.94,8.0,6,0,None,Not Applicable,0.0,3,8,Yes,Low,Active
REC-0834,TNM-C0262,2026-06-01,Northern,Mzimba,Rural,Male,25–34,Farmer,44,Mid-range Smartphone,3G,Mobile Money,Mxit 500,Balanced,500,TNM Smart App,Airtime Balance,No,8,120,8,30,960,542,0.5646,64,37,0.5781,240,190,0.7917,4000,3.41,7.5,8,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0835,TNM-C0263,2026-01-01,Southern,Blantyre,Urban,Male,25–34,SME / Trader,92,Premium Smartphone,4G,Mobile Money,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,No,4,300,20,100,1200,144,0.12,80,42,0.525,400,157,0.3925,4000,24.63,1.1,2,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0836,TNM-C0263,2026-02-01,Southern,Blantyre,Urban,Male,25–34,SME / Trader,93,Premium Smartphone,4G,Mobile Money,Mxit 10000,Social & Messaging,10000,TNM Smart App,Airtime Balance,No,2,7537,210,1750,15074,6620,0.4392,420,236,0.5619,3500,2054,0.5869,20000,26.66,2.6,0,0,None,Not Applicable,0.0,4,10,Yes,Low,Active
REC-0837,TNM-C0263,2026-03-01,Southern,Blantyre,Urban,Male,25–34,SME / Trader,94,Premium Smartphone,4G,Mobile Money,Mxit 1000,Voice Heavy,1000,TNM Smart App,Mpamba Wallet,No,6,186,29,100,1116,134,0.1201,174,72,0.4138,600,293,0.4883,6000,27.38,1.3,2,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0838,TNM-C0263,2026-04-01,Southern,Blantyre,Urban,Male,25–34,SME / Trader,95,Premium Smartphone,4G,Mobile Money,Mxit 10000,Balanced,10000,USSD *202#,Airtime Balance,No,2,8192,350,1000,16384,7686,0.4691,700,272,0.3886,2000,1910,0.955,20000,19.16,4.3,1,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0839,TNM-C0263,2026-05-01,Southern,Blantyre,Urban,Male,25–34,SME / Trader,96,Premium Smartphone,4G,Mobile Money,Mxit 2000,Balanced,2000,TNM Smart App,Airtime Balance,No,2,1024,50,300,2048,618,0.3018,100,57,0.57,600,392,0.6533,4000,14.39,1.9,1,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0840,TNM-C0263,2026-06-01,Southern,Blantyre,Urban,Male,25–34,SME / Trader,97,Premium Smartphone,4G,Mobile Money,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,No,5,405,12,65,2025,762,0.3763,60,38,0.6333,325,130,0.4,5000,32.04,1.8,1,0,None,Not Applicable,0.0,4,8,No,Low,At Risk
REC-0841,TNM-C0264,2026-01-01,Central,Lilongwe,Urban,Male,35–44,Other,90,Mid-range Smartphone,3G,Mobile Money,Mxit 1000,Balanced,1000,USSD *202#,Mpamba Wallet,No,6,300,20,100,1800,719,0.3994,120,55,0.4583,600,415,0.6917,6000,1.96,6.9,3,0,None,Not Applicable,0.0,4,7,Yes,Low,Active
REC-0842,TNM-C0264,2026-02-01,Central,Lilongwe,Urban,Male,35–44,Other,91,Mid-range Smartphone,3G,Mobile Money,Mxit 5000,Data Heavy,5000,USSD *202#,Airtime Balance,No,2,4147,90,325,8294,4218,0.5086,180,76,0.4222,650,357,0.5492,10000,8.95,9.5,2,0,None,Not Applicable,0.0,3,3,Yes,Medium,Active
REC-0843,TNM-C0264,2026-03-01,Central,Lilongwe,Urban,Male,35–44,Other,92,Mid-range Smartphone,3G,Mobile Money,Mxit 200,Social & Messaging,200,TNM Smart App,Airtime Balance,No,6,23,2,18,138,97,0.7029,12,2,0.1667,108,90,0.8333,1200,8.17,8.0,4,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
REC-0844,TNM-C0264,2026-04-01,Central,Lilongwe,Urban,Male,35–44,Other,93,Mid-range Smartphone,3G,Mobile Money,Mxit 500,Voice Heavy,500,TNM Smart App,Mpamba Wallet,Yes,3,74,12,30,222,65,0.2928,36,15,0.4167,90,89,0.9889,1500,1.91,2.5,3,1,Slow Internet,No,21.1,3,5,Yes,Medium,Active
REC-0845,TNM-C0264,2026-05-01,Central,Lilongwe,Urban,Male,35–44,Other,94,Mid-range Smartphone,3G,Mobile Money,Mxit 1000,Balanced,1000,TNM Smart App,Airtime Balance,No,3,300,20,100,900,356,0.3956,60,35,0.5833,300,199,0.6633,3000,6.3,3.9,5,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0846,TNM-C0264,2026-06-01,Central,Lilongwe,Urban,Male,35–44,Other,95,Mid-range Smartphone,3G,Mobile Money,Mxit 1000,Voice Heavy,1000,USSD *202#,Airtime Balance,No,2,186,29,100,372,147,0.3952,58,18,0.3103,200,134,0.67,2000,8.81,2.6,1,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0847,TNM-C0265,2026-04-01,Northern,Mzuzu,Rural,Male,45–54,SME / Trader,55,Feature Phone,2G,Social Media,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,No,4,405,12,65,1620,1372,0.8469,48,31,0.6458,260,178,0.6846,4000,0.14,11.0,3,0,None,Not Applicable,0.0,3,4,No,Medium,At Risk
REC-0848,TNM-C0266,2026-02-01,Central,Nkhotakota,Rural,Female,25–34,Salaried Employee,19,Entry Smartphone,2G,Work / Business,Mxit 5000,Data Heavy,5000,TNM Smart App,Airtime Balance,Yes,2,4147,90,325,8294,4496,0.5421,180,109,0.6056,650,365,0.5615,10000,0.29,7.4,7,0,None,Not Applicable,0.0,4,8,Yes,Low,Active
REC-0849,TNM-C0266,2026-03-01,Central,Nkhotakota,Rural,Female,25–34,Salaried Employee,20,Entry Smartphone,2G,Work / Business,Mxit 1000,Balanced,1000,USSD *202#,Airtime Balance,No,3,300,20,100,900,459,0.51,60,50,0.8333,300,210,0.7,3000,0.18,9.3,11,0,None,Not Applicable,0.0,2,3,Yes,High,At Risk
REC-0850,TNM-C0266,2026-04-01,Central,Nkhotakota,Rural,Female,25–34,Salaried Employee,21,Entry Smartphone,2G,Work / Business,Mxit 5000,Balanced,5000,USSD *202#,Mpamba Wallet,No,1,3072,150,500,3072,1730,0.5632,150,108,0.72,500,280,0.56,5000,0.21,16.2,3,0,None,Not Applicable,0.0,3,5,No,Medium,At Risk
REC-0851,TNM-C0267,2026-02-01,Central,Salima,Urban,Female,18–24,Student,11,Entry Smartphone,4G,Education,Mxit 1000,Data Heavy,1000,TNM Smart App,Mpamba Wallet,No,4,405,12,65,1620,1426,0.8802,48,16,0.3333,260,137,0.5269,4000,18.78,4.5,1,0,None,Not Applicable,0.0,3,3,No,Medium,At Risk
REC-0852,TNM-C0268,2026-04-01,Southern,Nsanje,Rural,Male,35–44,Farmer,62,Mid-range Smartphone,4G,Mobile Money,Mxit 1000,Voice Heavy,1000,TNM Smart App,Airtime Balance,No,4,186,29,100,744,313,0.4207,116,56,0.4828,400,312,0.78,4000,20.77,6.1,4,0,None,Not Applicable,0.0,3,4,No,Medium,At Risk
REC-0853,TNM-C0269,2026-04-01,Southern,Zomba,Urban,Male,45–54,SME / Trader,62,Premium Smartphone,4G,Entertainment,Mxit 10000,Data Heavy,10000,USSD *202#,Airtime Balance,No,2,11059,210,650,22118,19725,0.8918,420,52,0.1238,1300,311,0.2392,20000,28.7,2.3,1,0,None,Not Applicable,0.0,5,10,Yes,Low,Active
REC-0854,TNM-C0269,2026-05-01,Southern,Zomba,Urban,Male,45–54,SME / Trader,63,Premium Smartphone,4G,Entertainment,Mxit 10000,Data Heavy,10000,USSD *202#,Airtime Balance,No,2,11059,210,650,22118,17936,0.8109,420,104,0.2476,1300,728,0.56,20000,10.59,2.7,2,0,None,Not Applicable,0.0,5,10,Yes,Low,Active
REC-0855,TNM-C0269,2026-06-01,Southern,Zomba,Urban,Male,45–54,SME / Trader,64,Premium Smartphone,4G,Entertainment,Mxit 500,Data Heavy,500,TNM Smart App,Airtime Balance,No,5,162,5,20,810,810,1.0,25,9,0.36,100,26,0.26,2500,13.06,3.9,3,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0856,TNM-C0270,2026-05-01,Southern,Phalombe,Rural,Female,35–44,Farmer,57,Entry Smartphone,4G,Social Media,Mxit 2000,Data Heavy,2000,USSD *202#,Mpamba Wallet,Yes,4,1382,30,195,5528,3804,0.6881,120,83,0.6917,780,314,0.4026,8000,16.98,3.9,2,0,None,Not Applicable,0.0,5,10,No,High,Churned
REC-0857,TNM-C0271,2026-01-01,Southern,Machinga,Urban,Female,35–44,SME / Trader,12,Premium Smartphone,4G,Social Media,Mxit 2000,Data Heavy,2000,TNM Smart App,Mpamba Wallet,Yes,3,1382,30,195,4146,3826,0.9228,90,34,0.3778,585,252,0.4308,6000,25.2,5.9,2,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0858,TNM-C0271,2026-02-01,Southern,Machinga,Urban,Female,35–44,SME / Trader,13,Premium Smartphone,4G,Social Media,Mxit 5000,Social & Messaging,5000,TNM Smart App,Airtime Balance,No,1,2826,90,875,2826,2351,0.8319,90,50,0.5556,875,398,0.4549,5000,19.36,2.7,2,0,None,Not Applicable,0.0,4,7,No,Low,At Risk
REC-0859,TNM-C0272,2026-01-01,Northern,Nkhata Bay,Urban,Female,18–24,Student,45,Entry Smartphone,4G,Social Media,Mxit 500,Data Heavy,500,TNM Smart App,Mpamba Wallet,Yes,4,162,5,20,648,482,0.7438,20,6,0.3,80,50,0.625,2000,26.55,4.6,2,1,Bundle Activation,Yes,5.9,4,6,Yes,Low,Active
REC-0860,TNM-C0272,2026-02-01,Northern,Nkhata Bay,Urban,Female,18–24,Student,46,Entry Smartphone,4G,Social Media,Mxit 2000,Data Heavy,2000,TNM Smart App,Airtime Balance,No,3,1382,30,195,4146,3650,0.8804,90,47,0.5222,585,284,0.4855,6000,8.26,4.9,1,0,None,Not Applicable,0.0,3,7,Yes,Low,Active
REC-0861,TNM-C0272,2026-03-01,Northern,Nkhata Bay,Urban,Female,18–24,Student,47,Entry Smartphone,4G,Social Media,Mxit 1000,Data Heavy,1000,USSD *202#,Airtime Balance,Yes,6,405,12,65,2430,2323,0.956,72,44,0.6111,390,244,0.6256,6000,20.28,3.4,1,0,None,Not Applicable,0.0,5,10,Yes,Low,Active
REC-0862,TNM-C0272,2026-04-01,Northern,Nkhata Bay,Urban,Female,18–24,Student,48,Entry Smartphone,4G,Social Media,Mxit 500,Data Heavy,500,TNM Smart App,Airtime Balance,No,8,162,5,20,1296,621,0.4792,40,11,0.275,160,44,0.275,4000,24.68,0.8,3,2,Poor Coverage,Yes,9.0,4,5,Yes,Low,Active
REC-0863,TNM-C0272,2026-05-01,Northern,Nkhata Bay,Urban,Female,18–24,Student,49,Entry Smartphone,4G,Social Media,Mxit 500,Data Heavy,500,TNM Smart App,Airtime Balance,No,4,162,5,20,648,400,0.6173,20,7,0.35,80,48,0.6,2000,30.09,1.9,3,0,None,Not Applicable,0.0,4,6,Yes,Low,Active
REC-0864,TNM-C0272,2026-06-01,Northern,Nkhata Bay,Urban,Female,18–24,Student,50,Entry Smartphone,4G,Social Media,Mxit 2000,Balanced,2000,USSD *202#,Airtime Balance,No,1,1024,50,300,1024,743,0.7256,50,30,0.6,300,157,0.5233,2000,17.89,2.1,1,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0865,TNM-C0273,2026-01-01,Central,Ntcheu,Rural,Female,18–24,Student,89,Feature Phone,2G,Social Media,Mxit 200,Data Heavy,200,USSD *202#,Airtime Balance,No,9,34,2,6,306,274,0.8954,18,6,0.3333,54,39,0.7222,1800,0.16,16.1,9,0,None,Not Applicable,0.0,2,5,No,Medium,At Risk
REC-0866,TNM-C0273,2026-02-01,Central,Ntcheu,Rural,Female,18–24,Student,90,Feature Phone,2G,Social Media,Mxit 200,Social & Messaging,200,USSD *202#,Airtime Balance,No,8,23,2,18,184,113,0.6141,16,6,0.375,144,62,0.4306,1600,0.12,17.1,6,0,None,Not Applicable,0.0,3,4,No,Medium,At Risk
REC-0867,TNM-C0274,2026-02-01,Northern,Mzimba,Rural,Male,25–34,Informal Worker,72,Entry Smartphone,3G,Entertainment,Mxit 200,Data Heavy,200,USSD *202#,Mpamba Wallet,Yes,7,34,2,6,238,179,0.7521,14,7,0.5,42,15,0.3571,1400,3.8,6.8,2,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0868,TNM-C0274,2026-03-01,Northern,Mzimba,Rural,Male,25–34,Informal Worker,73,Entry Smartphone,3G,Entertainment,Mxit 500,Balanced,500,USSD *202#,Airtime Balance,No,3,120,8,30,360,344,0.9556,24,14,0.5833,90,39,0.4333,1500,8.17,15.8,5,0,None,Not Applicable,0.0,2,2,No,High,Churned
REC-0869,TNM-C0275,2026-02-01,Southern,Zomba,Urban,Female,55+,Farmer,63,Feature Phone,3G,Mobile Money,Mxit 200,Voice Heavy,200,USSD *202#,Airtime Balance,Yes,10,16,4,10,160,62,0.3875,40,7,0.175,100,100,1.0,2000,7.38,6.9,4,0,None,Not Applicable,0.0,4,4,Yes,Low,Active
REC-0870,TNM-C0275,2026-03-01,Southern,Zomba,Urban,Female,55+,Farmer,64,Feature Phone,3G,Mobile Money,Mxit 200,Balanced,200,USSD *202#,Airtime Balance,No,5,25,3,10,125,79,0.632,15,8,0.5333,50,27,0.54,1000,9.32,10.0,2,0,None,Not Applicable,0.0,4,9,Yes,Low,Active
REC-0871,TNM-C0275,2026-04-01,Southern,Zomba,Urban,Female,55+,Farmer,65,Feature Phone,3G,Mobile Money,Mxit 200,Data Heavy,200,USSD *202#,Airtime Balance,No,8,34,2,6,272,101,0.3713,16,6,0.375,48,33,0.6875,1600,4.4,10.8,3,0,None,Not Applicable,0.0,3,4,Yes,Medium,Active
REC-0872,TNM-C0275,2026-05-01,Southern,Zomba,Urban,Female,55+,Farmer,66,Feature Phone,3G,Mobile Money,Mxit 500,Balanced,500,USSD *202#,Airtime Balance,Yes,8,120,8,30,960,284,0.2958,64,36,0.5625,240,193,0.8042,4000,6.69,6.4,5,0,None,Not Applicable,0.0,3,6,Yes,Low,Active
